Caterpillar ID,Leaf ID,Caterpillar Instar,Caterpillar Alive,Date,Time,Leaf Area,Notes,Image,Image Calibrated,Old Leaf Area
94,1259,4,Yes,8/3/2020,15.917,518.2664361,,MsCcHSFeed\08-03-2020.15.917CatID094LeafID1259.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,515.8331498
50,1174,5,Yes,8/3/2020,15.933,20.93018692,,MsCcHSFeed\08-03-2020.15.933CatID050LeafID1174.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,21.32265246
50,1260,5,Yes,8/3/2020,15.983,259.6473479,,MsCcHSFeed\08-03-2020.15.983CatID050LeafID1260.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,253.0343037
26,1196,5,Yes,8/3/2020,16,11.15387047,,MsCcHSFeed\08-03-2020.16.0CatID026LeafID1196.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,1.613033344
26,1261,5,Yes,8/3/2020,16.033,648.8946644,,MsCcHSFeed\08-03-2020.16.033CatID026LeafID1261.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,681.8225227
25,1173,5,Yes,8/3/2020,16.05,94.76472781,,MsCcHSFeed\08-03-2020.16.05CatID025LeafID1173.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,86.70348575
25,1262,5,Yes,8/3/2020,16.067,797.1445952,,MsCcHSFeed\08-03-2020.16.067CatID025LeafID1262.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,829.075591
95,1151,4,Yes,8/3/2020,16.1,46.06760437,,MsCcHSFeed\08-03-2020.16.1CatID095LeafID1151.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,41.45613435
95,1263,4,Yes,8/3/2020,16.167,207.3473909,,MsCcHSFeed\08-03-2020.16.167CatID095LeafID1263.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,204.8787827
57,1096,5,Yes,8/3/2020,16.167,42.79051716,,MsCcHSFeed\08-03-2020.16.167CatID057LeafID1096.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,42.31955852
57,1264,5,Yes,8/3/2020,16.2,183.8269314,,MsCcHSFeed\08-03-2020.16.2CatID057LeafID1264.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,182.3748089
30,1197,5,Yes,8/3/2020,16.217,221.750876,,MsCcHSFeed\08-03-2020.16.217CatID030LeafID1197.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,219.0428638
30,1265,5,Yes,8/3/2020,16.3,1017.584636,,MsCcHSFeed\08-03-2020.16.3CatID030LeafID1265.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,995.1042105
56,1095,5,Yes,8/3/2020,16.317,74.27017763,,MsCcHSFeed\08-03-2020.16.317CatID056LeafID1095.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,73.98760245
56,1266,5,Yes,8/3/2020,16.367,181.0247275,,MsCcHSFeed\08-03-2020.16.367CatID056LeafID1266.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,180.1573787
31,1232,w,Yes,8/3/2020,17.067,162.7829295,,MsCcHSFeed\08-03-2020.17.067CatID031LeafID1232.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,154.1094412
59,1200,5,Yes,8/3/2020,17.117,77.96720296,,MsCcHSFeed\08-03-2020.17.117CatID059LeafID1200.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,78.19483297
59,1267,5,Yes,8/3/2020,17.133,256.9157878,,MsCcHSFeed\08-03-2020.17.133CatID059LeafID1267.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,257.425993
97,1154,4,Yes,8/3/2020,17.15,77.87301124,,MsCcHSFeed\08-03-2020.17.15CatID097LeafID1154.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,61.0126919
97,1268,4,Yes,8/3/2020,17.167,246.2485746,,MsCcHSFeed\08-03-2020.17.167CatID097LeafID1268.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,244.706185
98,1155,4,Yes,8/3/2020,17.183,0.455260019,,MsCcHSFeed\08-03-2020.17.183CatID098LeafID1155.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.015698621
98,1269,4,Yes,8/3/2020,17.2,270.3224104,,MsCcHSFeed\08-03-2020.17.2CatID098LeafID1269.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,267.48096
73,1123,4,Yes,8/3/2020,17.217,0.184458801,,MsCcHSFeed\08-03-2020.17.217CatID073LeafID1123.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.05886983
73,1270,4,Yes,8/3/2020,17.267,184.8748144,,MsCcHSFeed\08-03-2020.17.267CatID073LeafID1270.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,182.716254
100,1157,4,Yes,8/3/2020,17.283,52.61392947,,MsCcHSFeed\08-03-2020.17.283CatID100LeafID1157.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,49.79602694
100,1271,4,Yes,8/3/2020,17.3,286.0602783,,MsCcHSFeed\08-03-2020.17.3CatID100LeafID1271.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,278.0775294
110,1178,4,Yes,8/3/2020,17.417,86.75058161,,MsCcHSFeed\08-03-2020.17.417CatID110LeafID1178.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,87.38245112
110,1272,4,Yes,8/3/2020,17.433,291.3075425,,MsCcHSFeed\08-03-2020.17.433CatID110LeafID1272.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,292.2494598
54,1201,4,Yes,8/3/2020,17.45,64.05429979,,MsCcHSFeed\08-03-2020.17.45CatID054LeafID1201.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,70.34159764
54,1273,4,Yes,8/3/2020,17.467,347.7283877,,MsCcHSFeed\08-03-2020.17.467CatID054LeafID1273.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,336.31549
64,1181,5,Yes,8/3/2020,17.483,0.419938121,,MsCcHSFeed\08-03-2020.17.483CatID064LeafID1181.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0
64,1274,5,Yes,8/3/2020,17.583,561.9086035,,MsCcHSFeed\08-03-2020.17.583CatID064LeafID1274.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,564.1731296
88,1159,4,Yes,8/3/2020,17.6,0.259027252,,MsCcHSFeed\08-03-2020.17.6CatID088LeafID1159.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.141287592
88,1275,4,Yes,8/3/2020,17.633,139.501874,,MsCcHSFeed\08-03-2020.17.633CatID088LeafID1275.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,139.274244
66,1205,5,Yes,8/3/2020,17.65,59.09746009,,MsCcHSFeed\08-03-2020.17.65CatID066LeafID1205.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,56.3815986
66,1276,5,Yes,8/3/2020,17.683,163.7444701,,MsCcHSFeed\08-03-2020.17.683CatID066LeafID1276.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,156.3307961
92,1162,4,Yes,8/3/2020,17.7,50.71832095,,MsCcHSFeed\08-03-2020.17.7CatID092LeafID1162.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,50.51031421
92,1277,4,Yes,8/3/2020,17.75,126.8762578,,MsCcHSFeed\08-03-2020.17.75CatID092LeafID1277.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,126.0795528
109,1182,4,Yes,8/3/2020,17.767,37.07621899,,MsCcHSFeed\08-03-2020.17.767CatID109LeafID1182.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,28.54794294
109,1278,4,Yes,8/3/2020,17.85,146.8606028,,MsCcHSFeed\08-03-2020.17.85CatID109LeafID1278.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,146.6996919
108,1166,4,Yes,8/3/2020,17.867,10.63189131,,MsCcHSFeed\08-03-2020.17.867CatID108LeafID1166.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,4.819476756
108,1279,4,Yes,8/3/2020,18.333,395.0204845,,MsCcHSFeed\08-03-2020.18.333CatID108LeafID1279.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,385.6837295
17,1165,4,Yes,8/3/2020,18.35,0.510205194,,MsCcHSFeed\08-03-2020.18.35CatID017LeafID1165.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.051020519
107,1280,4,Yes,8/3/2020,18.383,677.1325596,,MsCcHSFeed\08-03-2020.18.383CatID107LeafID1280.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,681.1396327
105,1164,4,Yes,8/3/2020,18.4,206.3152065,,MsCcHSFeed\08-03-2020.18.4CatID105LeafID1164.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,137.6219641
105,1281,4,Yes,8/3/2020,18.433,407.8619568,,MsCcHSFeed\08-03-2020.18.433CatID105LeafID1281.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,404.0471918
154,1282,3,Yes,8/3/2020,18.433,350.0007631,,MsCcHSFeed\08-03-2020.18.433CatID154LeafID1282.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,336.9277362
155,1283,3,Yes,8/3/2020,18.533,536.7240902,,MsCcHSFeed\08-03-2020.18.533CatID155LeafID1283.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,528.1801155
102,1167,4,Yes,8/4/2020,14.6,2.386190446,,MsCcHSFeed\08-04-2020.14.6CatID102LeafID1167.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.977239179
102,1284,4,Yes,8/4/2020,14.6,313.3798042,,MsCcHSFeed\08-04-2020.14.6CatID102LeafID1284.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,309.5414912
7,1168,5,Yes,8/4/2020,14.617,131.6407894,,MsCcHSFeed\08-04-2020.14.617CatID007LeafID1168.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,128.1674694
7,1285,5,Yes,8/4/2020,14.8,315.5893851,,MsCcHSFeed\08-04-2020.14.8CatID007LeafID1285.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,310.0006759
33,1252,5,Yes,8/4/2020,14.917,0.031397243,,MsCcHSFeed\08-04-2020.14.917CatID033LeafID1252.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.023547932
33,1286,5,Yes,8/4/2020,14.917,629.3655795,,MsCcHSFeed\08-04-2020.14.917CatID033LeafID1286.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,624.4833082
33,1286,5,Yes,8/4/2020,14.933,626.3278962,,MsCcHSFeed\08-04-2020.14.933CatID033LeafID1286.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,620.8843993
33,1287,5,Yes,8/4/2020,14.95,285.1576076,,MsCcHSFeed\08-04-2020.14.95CatID033LeafID1287.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,286.9590244
12,1225,5,Yes,8/4/2020,14.967,356.5706362,,MsCcHSFeed\08-04-2020.14.967CatID012LeafID1225.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,355.6012463
156,1288,3,Yes,8/4/2020,15.033,178.0576881,,MsCcHSFeed\08-04-2020.15.033CatID156LeafID1288.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,175.9776207
16,1226,5,Yes,8/4/2020,15.067,408.2191004,,MsCcHSFeed\08-04-2020.15.067CatID016LeafID1226.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,397.2653874
157,1289,3,Yes,8/4/2020,15.183,126.5387374,,MsCcHSFeed\08-04-2020.15.183CatID157LeafID1289.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,126.0481555
137,1220,4,Yes,8/4/2020,15.217,69.16027638,,MsCcHSFeed\08-04-2020.15.217CatID137LeafID1220.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,61.73090383
137,1290,4,Yes,8/4/2020,15.867,626.6968138,,MsCcHSFeed\08-04-2020.15.867CatID137LeafID1290.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,623.1371514
138,1221,4,Yes,8/4/2020,15.883,54.21911351,,MsCcHSFeed\08-04-2020.15.883CatID138LeafID1221.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,46.59350818
138,1291,4,Yes,8/4/2020,15.917,701.7754705,,MsCcHSFeed\08-04-2020.15.917CatID138LeafID1291.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,688.8123339
45,1255,5,Yes,8/4/2020,15.933,95.11794679,,MsCcHSFeed\08-04-2020.15.933CatID045LeafID1255.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,96.40523375
45,1292,5,Yes,8/4/2020,15.95,319.3060337,,MsCcHSFeed\08-04-2020.15.95CatID045LeafID1292.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,317.4889183
158,1293,3,Yes,8/4/2020,15.967,164.097689,,MsCcHSFeed\08-04-2020.15.967CatID158LeafID1293.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,163.7091482
24,1194,5,Yes,8/4/2020,16.017,400.3658651,,MsCcHSFeed\08-04-2020.16.017CatID024LeafID1194.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,393.8038414
159,1294,3,Yes,8/4/2020,16.1,187.3669705,,MsCcHSFeed\08-04-2020.16.1CatID159LeafID1294.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,185.3418484
26,1261,w,Yes,8/4/2020,16.133,379.7810478,,MsCcHSFeed\08-04-2020.16.133CatID026LeafID1261.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,402.6774871
51,1195,5,Yes,8/4/2020,16.2,50.34940334,,MsCcHSFeed\08-04-2020.16.2CatID051LeafID1195.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,48.94045208
51,1295,5,Yes,8/4/2020,16.233,234.1881087,,MsCcHSFeed\08-04-2020.16.233CatID051LeafID1295.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,232.5162056
58,1199,5,Yes,8/4/2020,16.267,0.298273806,,MsCcHSFeed\08-04-2020.16.267CatID058LeafID1199.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.247253286
58,1296,5,Yes,8/4/2020,16.367,293.6544864,,MsCcHSFeed\08-04-2020.16.367CatID058LeafID1296.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,287.1748805
75,1234,4,Yes,8/4/2020,16.383,0.141287592,,MsCcHSFeed\08-04-2020.16.383CatID075LeafID1234.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.180534146
75,1297,4,Yes,8/4/2020,16.433,215.977708,,MsCcHSFeed\08-04-2020.16.433CatID075LeafID1297.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,212.2728333
53,1236,5,Yes,8/4/2020,16.45,1.74254697,,MsCcHSFeed\08-04-2020.16.45CatID053LeafID1236.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.416013466
53,1298,5,Yes,8/4/2020,16.483,692.6388728,,MsCcHSFeed\08-04-2020.16.483CatID053LeafID1298.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,687.8743413
62,1179,5,Yes,8/4/2020,16.5,0.28649984,,MsCcHSFeed\08-04-2020.16.5CatID062LeafID1179.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.188383456
62,1299,5,Yes,8/4/2020,16.55,554.2241283,,MsCcHSFeed\08-04-2020.16.55CatID062LeafID1299.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,565.4839645
65,1204,5,Yes,8/4/2020,16.567,0.211931388,,MsCcHSFeed\08-04-2020.16.567CatID065LeafID1204.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0
65,1300,5,Yes,8/4/2020,16.683,577.2579305,,MsCcHSFeed\08-04-2020.16.683CatID065LeafID1300.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,566.9321623
66,1276,5,Yes,8/4/2020,16.7,0.714287272,,MsCcHSFeed\08-04-2020.16.7CatID066LeafID1276.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0.219780699
66,1301,5,Yes,8/4/2020,16.7,722.6036164,,MsCcHSFeed\08-04-2020.16.7CatID066LeafID1301.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,717.2386125
109,1278,4,Yes,8/4/2020,16.717,22.77477493,,MsCcHSFeed\08-04-2020.16.717CatID109LeafID1278.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,22.55499423
109,1302,4,Yes,8/4/2020,16.767,150.3613953,,MsCcHSFeed\08-04-2020.16.767CatID109LeafID1302.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,147.7985954
119,1189,4,Yes,8/4/2020,16.783,48.16729497,,MsCcHSFeed\08-04-2020.16.783CatID119LeafID1189.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,36.99380122
119,1303,4,Yes,8/4/2020,17.35,227.7987698,,MsCcHSFeed\08-04-2020.17.35CatID119LeafID1303.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,228.3796188
118,1188,4,Yes,8/4/2020,17.35,18.00239404,,MsCcHSFeed\08-04-2020.17.35CatID118LeafID1188.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,15.11777237
118,1304,4,Yes,8/4/2020,17.383,243.2854598,,MsCcHSFeed\08-04-2020.17.383CatID118LeafID1304.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,241.6253306
125,1214,4,Yes,8/4/2020,17.383,88.21447805,,MsCcHSFeed\08-04-2020.17.383CatID125LeafID1214.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,82.68071403
125,1305,4,Yes,8/4/2020,17.433,152.9791405,,MsCcHSFeed\08-04-2020.17.433CatID125LeafID1305.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,150.4634364
117,1187,4,Yes,8/4/2020,17.433,144.0505496,,MsCcHSFeed\08-04-2020.17.433CatID117LeafID1187.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,134.411596
117,1306,4,Yes,8/4/2020,17.45,207.1668567,,MsCcHSFeed\08-04-2020.17.45CatID117LeafID1306.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,202.4219484
115,1185,4,Yes,8/4/2020,17.467,73.55589036,,MsCcHSFeed\08-04-2020.17.467CatID115LeafID1185.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,70.08649504
115,1307,4,Yes,8/4/2020,17.483,245.7736913,,MsCcHSFeed\08-04-2020.17.483CatID115LeafID1307.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,242.1119879
167,1308,4,Yes,8/5/2020,15.183,116.5701129,,MsCcHSFeed\08-05-2020.15.183CatID167LeafID1308.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,116.420976
168,1309,3,Yes,8/5/2020,15.267,107.2843783,,MsCcHSFeed\08-05-2020.15.267CatID168LeafID1309.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,107.2843783
9,1191,w,Yes,8/5/2020,15.3,557.9250783,,MsCcHSFeed\08-05-2020.15.3CatID009LeafID1191.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,566.2178751
33,1287,5,Yes,8/5/2020,15.483,38.99537545,,MsCcHSFeed\08-05-2020.15.483CatID033LeafID1287.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,35.41608978
33,1310,5,Yes,8/5/2020,15.5,475.3150081,,MsCcHSFeed\08-05-2020.15.5CatID033LeafID1310.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,466.9437183
169,1311,3,Yes,8/5/2020,15.517,175.553758,,MsCcHSFeed\08-05-2020.15.517CatID169LeafID1311.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,173.6934713
136,1219,4,Yes,8/5/2020,15.533,85.27883586,,MsCcHSFeed\08-05-2020.15.533CatID136LeafID1219.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,68.51663291
136,1312,4,Yes,8/5/2020,15.6,203.9564887,,MsCcHSFeed\08-05-2020.15.6CatID136LeafID1312.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,201.0640177
157,1289,3,No,8/5/2020,15.633,129.0387429,,MsCcHSFeed\08-05-2020.15.633CatID157LeafID1289.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,130.380975
114,1184,5,Yes,8/5/2020,15.7,17.68842161,,MsCcHSFeed\08-05-2020.15.7CatID114LeafID1184.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,11.38150048
114,1313,5,Yes,8/5/2020,15.767,544.9423185,,MsCcHSFeed\08-05-2020.15.767CatID114LeafID1313.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,537.8661649
45,1292,5,Yes,8/5/2020,16.45,0,,MsCcHSFeed\08-05-2020.16.45CatID045LeafID1292.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0
45,1314,5,Yes,8/5/2020,16.483,438.7882409,,MsCcHSFeed\08-05-2020.16.483CatID045LeafID1314.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,437.3714403
141,1224,4,Yes,8/5/2020,16.517,81.44444759,,MsCcHSFeed\08-05-2020.16.517CatID141LeafID1224.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,52.2253886
141,1315,4,Yes,8/5/2020,16.583,294.5453832,,MsCcHSFeed\08-05-2020.16.583CatID141LeafID1315.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,286.3585522
160,1316,3,Yes,8/5/2020,16.65,150.5497788,,MsCcHSFeed\08-05-2020.16.65CatID160LeafID1316.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,148.5011087
25,1262,w,Yes,8/5/2020,16.667,152.1902847,,MsCcHSFeed\08-05-2020.16.667CatID025LeafID1262.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,151.9665794
51,1295,5,Yes,8/5/2020,16.733,0.239403976,,MsCcHSFeed\08-05-2020.16.733CatID051LeafID1295.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0
51,1317,5,Yes,8/5/2020,16.767,469.9892508,,MsCcHSFeed\08-05-2020.16.767CatID051LeafID1317.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,467.0457593
125,1305,4,Yes,8/5/2020,16.783,0,,MsCcHSFeed\08-05-2020.16.783CatID125LeafID1305.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0
125,1318,4,Yes,8/5/2020,16.8,261.7509632,,MsCcHSFeed\08-05-2020.16.8CatID125LeafID1318.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,250.3576887
50,1260,5,Yes,8/5/2020,16.817,0.561225713,,MsCcHSFeed\08-05-2020.16.817CatID050LeafID1260.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,0
50,1319,5,Yes,8/5/2020,16.833,466.3275474,,MsCcHSFeed\08-05-2020.16.833CatID050LeafID1319.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,460.4209411
119,1303,4,Yes,8/5/2020,16.867,43.12018821,,MsCcHSFeed\08-05-2020.16.867CatID119LeafID1303.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,41.87607247
119,1320,4,Yes,8/5/2020,16.9,200.7892918,,MsCcHSFeed\08-05-2020.16.9CatID119LeafID1320.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,216.2367352
55,1230,5,Yes,8/5/2020,16.917,98.52847228,,MsCcHSFeed\08-05-2020.16.917CatID055LeafID1230.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,100.011992
55,1321,5,Yes,8/5/2020,16.967,146.0756717,,MsCcHSFeed\08-05-2020.16.967CatID055LeafID1321.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,147.6219859
27,1231,5,Yes,8/5/2020,16.967,361.6766128,,MsCcHSFeed\08-05-2020.16.967CatID027LeafID1231.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,362.5557356
27,1322,5,Yes,8/5/2020,17,1035.622352,,MsCcHSFeed\08-05-2020.17.0CatID027LeafID1322.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,1024.476331
127,1216,4,Yes,8/5/2020,17.033,10.12168612,,MsCcHSFeed\08-05-2020.17.033CatID127LeafID1216.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,12.4607807
127,1323,4,Yes,8/5/2020,17.067,196.7429721,,MsCcHSFeed\08-05-2020.17.067CatID127LeafID1323.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,195.8246028
124,1213,3,No,8/5/2020,17.1,282.0139587,,MsCcHSFeed\08-05-2020.17.1CatID124LeafID1213.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,279.3648163
95,1263,5,Yes,8/5/2020,17.133,105.8518791,,MsCcHSFeed\08-05-2020.17.133CatID095LeafID1263.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,104.5724415
95,1324,5,Yes,8/5/2020,17.133,804.8957895,,MsCcHSFeed\08-05-2020.17.133CatID095LeafID1324.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,834.2875333
30,1265,para,Yes,8/5/2020,17.167,811.2066353,,MsCcHSFeed\08-05-2020.17.167CatID030LeafID1265.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,841.2734198
57,1264,5,Yes,8/5/2020,17.233,17.3469766,,MsCcHSFeed\08-05-2020.17.233CatID057LeafID1264.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,13.857958
87,1134,5,Yes,8/5/2020,17.267,13.00630779,,MsCcHSFeed\08-05-2020.17.267CatID087LeafID1134.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,16.77790157
57,1324,5,Yes,8/5/2020,17.283,290.4558923,,MsCcHSFeed\08-05-2020.17.283CatID057LeafID1324.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,278.5877346
87,1325,5,Yes,8/5/2020,17.283,638.7180331,,MsCcHSFeed\08-05-2020.17.283CatID087LeafID1325.png,MsCcHSFeed\08-03-2020.15.783CatID019LeafID1172Original.png,640.5390732
